Reactions	DRAM	Prokka	RASTtk	Intersection	2+ Annotations	Priority List	Majority Rule	Union	Bayesian Pangenome Core
rxn02792	0	1	0	0	0	0	0	1	0
rxn02818	0	0	0	0	0	0	0	1	0
rxn07676	0	0	0	0	0	0	0	0	1
rxn03333	1	1	1	0	1	1	1	1	1
rxn00533	1	0	1	0	1	1	1	1	0
rxn01644	0	0	0	0	0	0	1	1	0
rxn11968	1	1	1	0	1	0	0	1	1
rxn05116	1	0	1	0	1	0	0	1	0
rxn15334	1	0	1	0	0	1	1	1	0
rxn06664	0	0	0	0	0	0	0	0	1
rxn07589	0	0	0	0	0	0	1	1	0
rxn00254	0	0	0	0	0	0	0	0	1
rxn04692	0	0	0	0	0	0	0	0	1
rxn13668	0	1	0	0	0	0	0	1	0
rxn03874	0	1	0	0	0	1	1	1	0
rxn08413	0	1	0	0	0	1	1	1	0
rxn10229	0	0	0	0	0	0	1	1	0
rxn03181	1	1	1	1	1	1	1	1	0
rxn02541	0	0	0	0	0	0	0	0	1
rxn00288	0	0	0	0	0	0	1	1	0
rxn11550	0	1	0	0	0	1	1	1	1
rxn15293	1	1	1	0	1	0	0	1	0
rxn01301	1	0	1	0	0	1	1	1	0
rxn14030	0	0	0	0	0	0	0	0	1
rxn00345	0	1	0	0	0	1	1	1	1
rxn07864	0	0	0	0	0	0	0	0	1
rxn00348	0	1	0	0	0	1	1	1	0
rxn04348	0	0	0	0	0	0	0	0	1
rxn02026	0	0	0	0	0	0	0	1	0
rxn01872	1	0	1	0	1	1	1	1	0
rxn07430	1	1	1	1	1	1	1	1	1
rxn18936	0	1	0	0	0	0	0	1	0
rxn14127	0	0	0	0	0	0	0	0	1
rxn01869	0	1	0	0	0	0	0	1	0
rxn00274	1	1	1	1	1	1	1	1	0
rxn07100	0	0	0	0	0	0	0	1	0
rxn03426	1	1	1	0	1	0	0	1	1
rxn01513	1	1	1	1	1	1	1	1	0
rxn00336	1	1	1	1	1	1	1	1	0
rxn04660	0	0	0	0	0	0	0	0	1
rxn01682	1	1	1	1	1	1	1	1	0
rxn02283	0	0	0	0	0	0	1	1	0
rxn01211	1	0	1	0	0	1	1	1	0
rxn07578	1	0	1	0	0	0	0	1	0
rxn01016	1	0	1	0	0	0	0	1	1
rxn03289	0	0	0	0	0	0	0	1	0
rxn16609	1	1	1	0	1	1	1	1	0
rxn03747	0	0	0	0	0	0	0	0	1
rxn04810	1	1	1	0	1	1	1	1	1
rxn00566	1	0	1	0	0	1	1	1	0
rxn01530	1	1	1	0	1	1	1	1	1
rxn02679	1	0	1	0	1	1	1	1	0
rxn07368	0	0	0	0	0	0	0	0	1
rxn09690	1	1	1	1	1	1	1	1	0
rxn08979	0	1	0	0	0	1	1	1	0
rxn07669	0	0	0	0	0	0	0	0	1
rxn11893	0	0	0	0	0	0	0	0	1
rxn01555	0	1	0	0	1	1	1	1	0
rxn00561	0	0	0	0	0	0	0	1	0
rxn14248	1	0	1	0	0	0	0	1	1
rxn00950	0	0	0	0	0	0	1	1	0
rxn04704	1	1	1	1	1	1	1	1	0
rxn01539	1	0	1	0	0	1	1	1	0
rxn00946	1	0	1	0	1	1	1	1	0
rxn00172	0	0	0	0	0	0	0	1	0
rxn00771	0	0	0	0	0	0	0	1	0
rxn02504	1	1	1	1	1	1	1	1	0
rxn05494	0	0	0	0	0	1	1	1	0
rxn03842	0	0	0	0	0	0	0	1	0
rxn00709	1	1	1	1	1	1	1	1	0
rxn02415	1	0	1	0	0	1	1	1	1
rxn02974	0	0	0	0	0	0	0	0	1
rxn10263	0	1	0	0	1	0	1	1	0
rxn12645	0	0	0	0	0	0	1	1	0
rxn04887	1	1	1	0	1	1	1	1	1
rxn15121	1	1	1	0	1	0	0	1	0
rxn05581	0	0	0	0	0	1	1	1	0
rxn03297	0	0	0	0	0	0	0	0	1
rxn04737	0	0	0	0	0	0	0	1	0
rxn05460	0	0	0	0	0	0	0	1	0
rxn05345	1	1	1	1	1	1	1	1	0
rxn14394	0	0	0	0	0	0	0	0	1
rxn09657	1	1	1	1	1	1	1	1	0
rxn01477	1	1	1	1	1	1	1	1	0
rxn08300	0	1	0	0	1	1	1	1	0
rxn05400	0	0	0	0	0	0	0	1	0
rxn01334	1	1	1	1	1	1	1	1	0
rxn02629	1	1	1	0	1	1	1	1	1
rxn02693	0	0	0	0	0	0	0	1	0
EX_cpd00036	0	0	0	0	0	2	2	2	0
rxn02275	1	0	1	0	0	1	1	1	0
rxn07884	1	1	1	0	1	0	0	1	1
rxn00513	1	0	1	0	1	1	1	1	0
rxn12635	0	0	0	0	0	0	1	1	0
rxn09244	0	0	0	0	0	0	1	1	0
rxn12846	0	1	0	0	1	1	1	1	0
EX_cpd00110	0	2	0	0	0	2	2	2	0
rxn05124	1	0	1	0	0	1	1	1	0
rxn07987	0	1	0	0	0	1	1	1	0
rxn07688	0	0	0	0	0	0	0	1	0
rxn02986	1	0	1	0	0	1	1	1	0
rxn06206	0	1	0	0	0	1	1	1	0
EX_cpd00108	0	0	0	0	0	2	2	2	0
rxn00910	1	1	1	1	1	1	1	1	0
rxn02169	1	0	1	0	0	1	1	1	1
rxn02495	0	1	0	0	0	0	1	1	0
rxn07436	1	1	1	0	1	1	1	1	0
rxn10406	0	1	0	0	0	0	0	1	0
rxn00337	1	1	1	1	1	1	1	1	0
rxn05740	0	0	0	0	0	0	0	1	0
rxn04996	0	0	0	0	0	0	0	1	0
rxn02212	1	1	1	1	1	1	1	1	0
rxn02557	1	0	1	0	0	0	0	1	1
rxn02285	1	1	1	1	1	1	1	1	0
rxn11567	1	1	1	1	1	1	1	1	1
rxn00512	1	0	1	0	0	1	1	1	0
rxn09113	0	1	0	0	1	0	1	1	0
rxn07219	0	0	0	0	0	0	0	0	1
rxn08842	0	1	0	0	1	1	1	1	0
rxn11760	1	1	1	0	1	0	0	1	1
rxn05408	0	0	0	0	0	0	0	1	0
rxn01860	1	0	1	0	0	1	1	1	1
rxn01961	1	1	1	0	1	1	1	1	0
rxn00205	1	0	1	0	1	1	1	1	0
rxn02485	1	0	1	0	0	0	0	1	0
rxn08085	0	1	0	0	1	1	1	1	0
rxn05919	0	0	0	0	0	0	0	1	0
rxn00426	1	1	1	0	1	0	0	1	1
rxn08352	1	0	1	0	1	1	1	1	0
rxn04662	0	0	0	0	0	0	0	0	1
rxn00655	0	0	0	0	0	0	0	1	0
rxn08341	0	1	0	0	0	1	1	1	0
rxn00304	1	1	1	0	1	1	1	1	1
EX_cpd03453	2	2	2	2	2	2	2	2	0
rxn00838	1	1	1	1	1	1	1	1	0
rxn08668	0	1	0	0	1	0	0	1	0
rxn00050	0	0	0	0	0	0	0	0	1
rxn07485	1	1	1	0	1	1	1	1	1
rxn04276	0	0	0	0	0	0	0	0	1
rxn00365	1	1	1	1	1	1	1	1	0
rxn11609	1	1	1	0	1	0	0	1	0
rxn04512	0	0	0	0	0	0	0	0	1
rxn07876	0	0	0	0	0	0	0	1	0
rxn03035	0	0	0	0	0	0	0	1	0
rxn01044	0	0	0	0	0	0	0	1	0
rxn13673	0	1	0	0	0	0	0	1	0
rxn08797	0	1	0	0	1	1	1	1	0
rxn03894	0	1	0	0	0	0	0	1	0
rxn01646	0	1	0	0	0	0	0	1	0
rxn13669	0	1	0	0	0	0	0	1	0
rxn03849	0	0	0	0	0	0	1	1	0
rxn12054	0	1	0	0	0	0	0	1	0
rxn03147	1	1	1	1	1	1	1	1	0
rxn01563	0	1	0	0	0	0	0	1	0
rxn05329	1	0	1	0	1	0	0	1	0
rxn08551	0	1	0	0	1	1	1	1	0
rxn05384	0	0	0	0	0	0	0	1	0
rxn07965	0	0	0	0	0	1	1	1	0
rxn00816	1	1	1	1	1	1	1	1	0
rxn02213	1	1	1	1	1	1	1	1	0
rxn15072	1	1	1	0	1	0	0	1	0
rxn00255	1	1	1	0	1	1	1	1	1
rxn02154	1	1	1	0	1	1	1	1	1
rxn11680	1	1	1	0	1	1	1	1	0
rxn41830	0	1	0	0	0	1	1	1	0
rxn06404	0	1	0	0	0	0	1	1	0
rxn01201	0	1	0	0	0	1	1	1	0
rxn05231	1	1	1	1	1	1	1	1	0
rxn11040	1	1	1	1	1	1	1	1	1
rxn06062	0	0	0	0	0	0	0	1	0
rxn00543	1	1	1	0	1	1	1	1	0
rxn06831	0	1	0	0	0	0	1	1	0
rxn06160	0	0	0	0	0	0	0	1	0
rxn10407	0	1	0	0	0	0	0	1	0
rxn11768	1	1	1	0	1	1	1	1	1
rxn12634	0	0	0	0	0	0	1	1	0
rxn03012	1	1	1	1	1	1	1	1	0
rxn07683	0	1	0	0	0	1	1	1	0
rxn07977	0	0	0	0	0	0	0	1	0
rxn05371	0	0	0	0	0	0	0	1	0
rxn07952	0	0	0	0	0	1	1	1	0
rxn04617	0	0	0	0	0	0	0	0	1
rxn01276	0	0	0	0	0	1	1	1	0
rxn00497	0	0	0	0	0	0	0	1	0
rxn00556	0	1	0	0	0	0	0	1	0
rxn01228	0	1	0	0	0	0	0	1	0
rxn05566	0	0	0	0	0	1	1	1	0
rxn02687	0	0	0	0	0	0	0	1	0
rxn05527	0	0	0	0	0	1	1	1	0
rxn00367	1	1	1	1	1	1	1	1	0
rxn00068	1	1	1	1	1	1	1	1	0
rxn14381	0	0	0	0	0	1	1	1	0
rxn11714	0	1	0	0	0	0	0	1	0
rxn08848	0	1	0	0	1	1	1	1	0
EX_cpd00322	2	2	2	2	2	2	2	2	0
rxn05305	1	1	1	1	1	1	1	1	0
rxn00931	1	1	1	1	1	1	1	1	0
rxn06823	1	1	1	0	0	1	1	1	1
rxn01358	1	1	1	0	1	1	1	1	0
rxn05201	0	0	0	0	0	1	1	1	0
rxn07722	0	0	0	0	0	0	0	0	1
rxn02939	1	1	1	1	1	1	1	1	0
rxn03427	0	0	0	0	0	0	0	0	1
rxn00692	1	1	1	1	1	1	1	1	0
rxn00228	0	0	0	0	0	1	1	1	0
rxn09198	0	1	0	0	1	0	1	1	0
rxn14089	1	1	1	0	1	1	1	1	1
rxn02853	0	0	0	0	0	1	1	1	0
rxn01015	1	0	1	0	1	1	1	1	0
rxn08840	0	1	0	0	1	1	1	1	0
rxn00489	1	1	1	0	1	1	1	1	1
rxn14054	1	1	1	0	1	1	1	1	1
rxn08703	0	1	0	0	1	1	1	1	0
rxn10208	0	1	0	0	1	1	1	1	0
rxn01865	0	0	0	0	0	0	1	1	0
rxn14063	0	1	0	0	0	1	1	1	1
rxn01939	0	1	0	0	0	0	0	1	0
rxn05451	0	0	0	0	0	0	0	1	0
rxn05452	0	0	0	0	0	0	0	1	0
rxn06701	0	1	0	0	0	0	0	1	0
rxn00237	1	1	1	1	1	1	1	1	0
rxn01902	0	1	0	0	0	0	0	1	0
rxn00013	0	0	0	0	0	0	0	1	0
rxn05308	1	1	1	1	1	1	1	1	0
rxn00194	0	0	0	0	0	0	1	1	0
rxn10409	0	1	0	0	0	0	0	1	0
rxn00281	0	0	0	0	0	0	0	0	1
rxn05417	0	0	0	0	0	0	0	1	0
rxn05953	0	0	0	0	0	0	0	1	0
rxn04277	0	0	0	0	0	0	0	0	1
rxn00361	1	1	1	1	1	1	1	1	0
rxn41896	0	1	0	0	0	0	1	1	0
rxn03881	0	0	0	0	0	0	0	0	1
rxn06990	0	1	0	0	0	1	1	1	0
rxn05217	1	1	1	1	1	1	1	1	0
rxn04789	0	1	0	0	0	1	1	1	0
rxn11654	0	0	0	0	0	0	0	0	1
rxn01208	1	1	1	1	1	1	1	1	0
rxn03365	0	0	0	0	0	0	0	1	0
rxn16680	0	1	0	0	0	0	0	1	0
rxn05468	1	1	1	1	1	1	1	1	0
rxn07273	0	0	0	0	0	0	0	0	1
rxn06424	0	0	0	0	0	0	0	0	1
rxn05874	0	1	0	0	0	0	0	1	0
rxn00598	1	1	1	0	1	0	0	1	0
rxn00107	1	1	1	1	1	1	1	1	1
rxn03175	1	1	1	1	1	1	1	1	0
rxn04658	0	0	0	0	0	0	0	1	0
rxn07894	0	0	0	0	0	0	0	0	1
rxn02316	0	1	0	0	0	0	0	1	0
rxn09444	0	1	0	0	0	0	0	1	0
rxn14040	0	1	0	0	0	0	0	1	0
rxn02861	1	1	1	1	1	1	1	1	0
rxn01705	1	1	1	0	1	0	0	1	0
rxn03593	0	0	0	0	0	0	0	0	1
rxn02961	0	0	0	0	0	0	0	1	0
rxn00908	1	1	1	0	1	1	1	1	0
rxn03596	1	1	1	0	1	1	1	1	1
rxn05513	0	0	0	0	0	0	0	0	1
rxn07885	0	0	0	0	0	0	0	1	0
rxn04318	0	0	0	0	0	0	0	0	1
rxn24134	1	0	1	0	0	1	1	1	0
rxn11771	1	0	1	0	0	0	0	1	1
rxn00684	1	0	1	0	0	0	0	1	1
rxn09310	0	0	0	0	0	1	1	1	0
rxn01987	1	1	1	1	1	1	1	1	0
rxn07489	0	0	0	0	0	0	0	0	1
rxn05390	0	0	0	0	0	0	0	1	0
rxn04132	1	1	1	1	1	1	1	1	0
rxn05455	0	0	0	0	0	0	0	1	0
rxn10265	0	1	0	0	1	0	1	1	0
rxn11727	0	0	0	0	0	0	0	1	1
rxn07455	1	0	1	0	0	0	0	1	0
rxn05336	1	1	1	0	1	1	1	1	0
rxn05654	0	0	0	0	0	1	1	1	0
EX_cpd00116	2	2	2	2	2	2	2	2	0
rxn01302	1	0	1	0	0	1	1	1	0
rxn03061	1	0	1	0	0	0	0	1	0
rxn14376	0	0	0	0	0	0	0	0	1
rxn01000	1	1	1	0	1	1	1	1	0
rxn03893	1	1	1	1	1	1	1	1	0
rxn14094	0	0	0	0	0	0	0	0	1
rxn02204	0	0	0	0	0	1	1	1	0
rxn08078	0	0	0	0	0	0	0	1	0
rxn09889	0	1	0	0	0	0	0	1	0
rxn07257	0	0	0	0	0	0	0	0	1
rxn05466	0	0	0	0	0	1	1	1	0
rxn04693	0	0	0	0	0	0	0	0	1
rxn05252	0	1	0	0	1	1	1	1	0
rxn10209	0	1	0	0	1	1	1	1	0
rxn03084	1	1	1	0	1	1	1	1	0
rxn00674	1	1	1	1	1	1	1	1	0
rxn05910	0	1	0	0	0	0	0	1	0
rxn03254	1	0	1	0	0	1	1	1	1
rxn11717	0	1	0	0	0	0	0	1	0
rxn20547	0	1	0	0	0	0	0	1	0
rxn02379	0	1	0	0	0	0	0	1	0
rxn03168	0	0	0	0	0	0	0	0	1
rxn02130	0	0	0	0	0	0	0	1	0
rxn02319	0	1	0	0	1	1	1	1	0
rxn00002	0	0	0	0	0	0	1	1	0
rxn00907	1	0	1	0	0	1	1	1	0
rxn23042	1	1	1	0	1	1	1	1	0
rxn07663	0	0	0	0	0	0	0	0	1
rxn09453	0	1	0	0	0	0	0	1	0
rxn02871	0	1	0	0	0	0	0	1	0
rxn02181	1	1	1	0	1	1	1	1	1
rxn00270	0	0	0	0	0	0	1	1	0
rxn01859	0	1	0	0	0	0	0	1	0
rxn08438	0	0	0	0	0	0	0	1	0
rxn00029	1	1	1	1	1	1	1	1	0
rxn04599	0	1	0	0	0	1	1	1	0
rxn00176	1	1	1	0	1	0	0	1	1
rxn07572	0	0	0	0	0	0	0	0	1
rxn09234	0	0	0	0	0	1	1	1	0
rxn14294	0	0	0	0	0	0	0	1	0
rxn09232	0	0	0	0	0	1	1	1	0
rxn01893	1	0	1	0	0	1	1	1	0
rxn21861	0	1	0	0	0	1	1	1	0
rxn03618	0	0	0	0	0	0	0	1	0
rxn05337	1	1	1	0	1	1	1	1	0
rxn12640	0	0	0	0	0	0	1	1	0
rxn01237	0	0	0	0	0	1	1	1	0
rxn00743	0	1	0	0	1	1	1	1	0
rxn00819	1	1	1	0	1	0	0	1	0
rxn00735	1	1	1	1	1	1	1	1	1
rxn08819	0	1	0	0	1	1	1	1	0
rxn01080	1	1	1	1	1	1	1	1	0
rxn11725	0	0	0	0	0	0	0	1	1
rxn03641	1	0	1	0	0	1	1	1	1
rxn01060	0	0	0	0	0	0	0	0	1
rxn14301	0	0	0	0	0	0	0	1	0
rxn02614	0	0	0	0	0	1	1	1	0
rxn05247	0	1	0	0	1	1	1	1	0
EX_cpd01092	0	0	0	0	0	2	2	2	0
rxn07264	1	0	1	0	0	1	1	1	1
rxn11970	0	0	0	0	0	0	0	0	1
rxn02418	0	0	0	0	0	0	0	1	0
rxn00260	1	1	1	1	1	1	1	1	0
rxn11633	0	0	0	0	0	0	0	0	1
rxn02376	1	1	1	1	1	1	1	1	1
rxn02803	1	0	1	0	1	1	1	1	0
rxn01603	1	1	1	0	1	1	1	1	0
rxn04751	1	1	1	0	0	1	1	1	1
rxn02341	1	0	1	0	0	1	1	1	0
EX_cpd00028	2	2	2	2	2	2	2	2	0
rxn02421	0	0	0	0	0	0	0	1	0
rxn25637	0	1	0	0	0	1	1	1	0
rxn07681	1	1	1	0	1	0	0	1	1
rxn00410	1	1	1	1	1	1	1	1	0
rxn12092	0	0	0	0	0	0	0	0	1
rxn02944	0	0	0	0	0	0	0	1	0
rxn06680	0	1	0	0	0	1	1	1	1
rxn46694	0	1	0	0	0	0	1	1	0
rxn07524	0	0	0	0	0	0	0	0	1
EX_cpd00104	2	2	2	2	2	2	2	2	0
rxn01129	1	1	1	0	1	0	0	1	0
rxn07437	0	1	0	0	0	1	1	1	1
rxn08857	0	1	0	0	0	0	0	1	0
rxn06525	0	1	0	0	0	0	0	1	0
rxn02975	0	0	0	0	0	1	1	1	0
rxn00456	0	1	0	0	0	0	1	1	0
rxn09272	0	1	0	0	1	0	1	1	0
rxn00360	1	1	1	0	1	0	0	1	1
rxn13970	0	0	0	0	0	0	0	0	1
EX_cpd00118	2	2	2	2	2	2	2	2	0
rxn07803	0	0	0	0	0	0	0	0	1
rxn11565	0	0	0	0	0	0	0	0	1
rxn10257	0	1	0	0	1	1	1	1	0
rxn06734	0	0	0	0	0	0	0	1	0
rxn08021	0	0	0	0	0	1	1	1	0
rxn05994	1	1	1	0	1	1	1	1	1
rxn00351	1	1	1	1	1	1	1	1	0
rxn06285	0	1	0	0	0	1	1	1	1
rxn08890	0	1	0	0	1	1	1	1	0
rxn00555	1	1	1	0	1	1	1	1	0
rxn43581	0	1	0	0	0	0	1	1	0
rxn02771	0	0	0	0	0	0	0	0	1
rxn14043	0	0	0	0	0	0	0	0	1
rxn05063	0	0	0	0	0	1	1	1	0
rxn03409	0	1	0	0	1	0	0	1	0
rxn08527	0	0	0	0	0	0	1	1	0
rxn02173	1	1	1	0	1	1	1	1	0
rxn01710	0	1	0	0	0	0	0	1	0
rxn00632	0	0	0	0	0	0	0	0	1
rxn03421	1	1	1	1	1	1	1	1	1
rxn04919	1	1	1	0	1	1	1	1	1
rxn09447	0	1	0	0	0	0	0	1	0
rxn11152	0	1	0	0	0	1	1	1	0
rxn06485	0	1	0	0	0	0	1	1	0
rxn00527	1	1	1	1	1	1	1	1	0
rxn03720	0	0	0	0	0	0	0	0	1
rxn00704	1	1	1	1	1	1	1	1	0
rxn01775	1	0	1	0	1	1	1	1	0
rxn06723	1	1	1	1	1	1	1	1	0
rxn01347	0	1	0	0	0	0	0	1	0
rxn01518	1	1	1	1	1	1	1	1	0
rxn21012	0	1	0	0	0	0	0	1	0
rxn05367	0	0	0	0	0	0	0	1	0
rxn01639	1	1	1	1	1	1	1	1	0
rxn06453	0	0	0	0	0	0	1	1	0
rxn01679	1	1	1	0	1	0	0	1	0
rxn02620	0	0	0	0	0	0	1	1	0
rxn04674	0	1	0	0	1	0	1	1	0
rxn10227	0	0	0	0	0	0	1	1	0
rxn08817	0	1	0	0	1	1	1	1	0
rxn00371	0	0	0	0	0	1	1	1	0
rxn10292	0	0	0	0	0	1	1	1	0
rxn08838	0	1	0	0	1	1	1	1	0
EX_cpd00220	2	2	2	2	2	2	2	2	0
rxn06936	1	1	1	0	1	1	1	1	0
rxn00154	1	1	1	0	1	0	0	1	0
rxn02774	1	0	1	0	0	1	1	1	0
rxn11951	0	0	0	0	0	0	0	0	1
rxn04359	0	0	0	0	0	0	0	0	1
rxn08845	0	1	0	0	1	1	1	1	0
rxn01575	1	1	1	1	1	1	1	1	0
rxn00273	0	1	0	0	0	0	0	1	0
rxn03071	1	0	1	0	0	1	1	1	0
rxn00126	1	1	1	1	1	1	1	1	0
rxn03706	1	1	1	1	1	1	1	1	0
rxn04070	1	1	1	1	1	1	1	1	0
rxn15270	1	0	1	0	0	0	0	1	0
rxn00904	1	0	1	0	0	1	1	1	0
rxn08976	0	1	0	0	0	1	1	1	0
rxn01011	1	1	1	0	0	1	1	1	0
rxn00775	1	1	1	1	1	1	1	1	0
rxn12405	0	0	0	0	0	1	1	1	0
rxn06031	1	1	1	0	1	0	0	1	1
rxn08816	0	1	0	0	1	1	1	1	0
rxn23764	0	1	0	0	0	1	1	1	0
rxn10213	0	1	0	0	1	1	1	1	0
rxn00105	1	1	1	1	1	1	1	1	0
rxn02287	1	0	1	0	0	1	1	1	0
rxn05396	0	0	0	0	0	0	0	1	0
rxn00504	1	0	1	0	0	1	1	1	1
rxn00822	0	0	0	0	0	0	0	1	0
rxn07587	0	0	0	0	0	0	1	1	0
rxn00461	1	1	1	1	1	1	1	1	0
rxn00903	1	1	1	1	1	1	1	1	0
rxn02003	1	1	1	1	1	1	1	1	0
rxn20567	0	1	0	0	0	0	0	1	0
rxn27289	0	1	0	0	0	0	1	1	0
rxn23669	0	1	0	0	0	1	1	1	0
rxn00224	1	1	1	1	1	1	1	1	0
rxn05377	0	0	0	0	0	0	0	1	0
rxn06281	1	1	1	0	1	0	0	1	1
rxn03909	1	1	1	1	1	1	1	1	0
rxn08307	0	1	0	0	1	0	1	1	0
rxn12110	0	0	0	0	0	0	0	0	1
rxn02342	1	1	1	1	1	1	1	1	1
rxn05011	0	0	0	0	0	0	1	1	1
rxn02528	0	0	0	0	0	0	0	0	1
rxn05064	1	1	1	1	1	1	1	1	0
rxn02648	0	0	0	0	0	0	0	0	1
rxn01675	1	1	1	1	1	1	1	1	0
rxn21734	0	1	0	0	0	0	0	1	0
rxn11834	1	1	1	0	1	1	1	1	1
rxn00988	0	0	0	0	0	1	1	1	0
rxn04750	1	0	1	0	0	1	1	1	1
rxn00621	0	0	0	0	0	1	1	1	0
rxn04832	1	1	1	0	1	1	1	1	1
rxn00470	0	0	0	0	0	0	0	1	0
rxn08764	0	1	0	0	0	0	0	1	0
rxn00577	1	1	1	1	1	1	1	1	1
rxn01115	1	1	1	1	1	1	1	1	0
rxn05153	0	0	0	0	0	1	1	1	0
rxn01517	1	1	1	0	1	0	0	1	0
rxn04715	0	0	0	0	0	0	0	0	1
rxn03095	0	0	0	0	0	0	1	1	0
rxn01476	1	1	1	1	1	1	1	1	0
rxn10297	0	0	0	0	0	1	1	1	0
rxn02143	0	0	0	0	0	0	0	1	0
rxn03087	1	0	1	0	0	0	0	1	0
rxn10057	0	1	0	0	0	0	0	1	0
rxn07580	1	1	1	1	1	1	1	1	1
rxn02811	1	1	1	1	1	1	1	1	0
rxn05878	0	1	0	0	0	1	1	1	1
rxn11726	0	0	0	0	0	0	0	1	1
rxn10259	0	1	0	0	1	0	1	1	0
rxn09206	0	0	0	0	0	0	1	1	0
rxn08811	0	1	0	0	1	1	1	1	0
rxn00301	1	1	1	1	1	1	1	1	0
rxn00785	1	1	1	1	1	1	1	1	0
rxn22017	0	1	0	0	0	0	0	1	0
rxn05363	0	0	0	0	0	0	0	1	0
rxn10770	0	1	0	0	1	1	1	1	0
rxn25647	0	1	0	0	0	0	0	1	0
rxn05381	0	0	0	0	0	0	0	1	0
rxn16484	0	1	0	0	0	1	1	1	0
EX_cpd00069	2	2	2	2	2	2	2	2	0
rxn02159	1	1	1	1	1	1	1	1	1
rxn05458	0	0	0	0	0	0	0	1	0
rxn00065	1	1	1	1	1	1	1	1	0
rxn12512	0	0	0	0	0	0	0	1	0
rxn02791	1	1	1	0	1	1	1	1	1
rxn03462	0	1	0	0	1	0	0	1	0
rxn01951	0	1	0	0	0	1	1	1	0
rxn08168	0	1	0	0	0	0	0	1	0
rxn01275	1	1	1	1	1	1	1	1	0
rxn00658	0	0	0	0	0	0	0	1	0
rxn03446	1	1	1	1	1	1	1	1	0
rxn12112	0	0	0	0	0	0	0	0	1
rxn06666	0	0	0	0	0	0	0	1	0
rxn01601	1	0	1	0	0	0	0	1	1
rxn01868	1	1	1	1	1	1	1	1	0
rxn08040	1	1	1	0	1	1	1	1	0
rxn08086	0	1	0	0	1	1	1	1	0
rxn00364	1	1	1	1	1	1	1	1	0
rxn13044	0	1	0	0	0	0	0	1	0
rxn01740	1	1	1	1	1	1	1	1	0
rxn02822	0	1	0	0	0	0	0	1	0
rxn01781	0	1	0	0	0	1	1	1	0
rxn04600	0	1	0	0	0	1	1	1	0
rxn12087	0	0	0	0	0	0	0	0	1
rxn05331	1	1	1	1	1	1	1	1	0
rxn00417	0	0	0	0	0	0	0	0	1
rxn00362	1	0	1	0	0	1	1	1	1
