Reactions	DRAM	Prokka	RASTtk	Intersection	2+ Annotations	Priority List	Majority Rule	Union	Bayesian Pangenome Core
rxn08306	0	1	0	0	1	0	1	1	0
rxn11973	0	1	0	0	0	0	1	1	0
rxn05310	1	1	1	1	1	1	1	1	0
rxn03419	1	1	1	1	1	1	1	1	1
rxn02334	0	0	0	0	0	0	0	1	0
rxn39382	1	0	1	0	0	0	0	1	0
rxn11777	0	0	0	0	0	0	0	0	1
rxn08136	0	0	0	0	0	1	1	1	0
rxn10094	0	0	0	0	0	0	0	1	0
rxn02167	1	1	1	0	0	1	1	1	0
rxn07586	0	0	0	0	0	0	0	1	0
rxn04717	0	0	0	0	0	0	0	0	1
rxn02508	1	0	1	0	0	1	1	1	0
rxn00611	1	1	1	1	1	1	1	1	0
rxn05341	1	1	1	0	1	1	1	1	0
rxn02988	1	1	1	1	1	1	1	1	0
rxn03974	1	1	1	0	1	1	1	1	0
rxn02680	1	1	1	1	1	1	1	1	0
rxn00748	1	1	1	1	1	1	1	1	0
rxn00016	1	1	1	1	1	1	1	1	0
rxn07251	0	1	0	0	0	1	1	1	0
rxn04137	0	1	0	0	1	1	1	1	0
rxn10162	0	0	0	0	0	1	1	1	0
rxn08396	0	1	0	0	0	0	0	1	0
rxn06168	1	1	1	0	1	0	0	1	1
rxn05467	1	1	1	1	1	1	1	1	0
rxn11721	0	0	0	0	0	0	0	1	1
rxn07433	1	1	1	1	1	1	1	1	1
rxn07725	0	0	0	0	0	0	0	0	1
rxn00003	1	1	1	1	1	1	1	1	0
EX_cpd00109	0	2	0	0	0	2	2	2	0
rxn07456	0	1	0	0	0	0	0	1	0
rxn05233	1	1	1	1	1	1	1	1	0
rxn11577	1	1	1	0	1	1	1	1	1
rxn09402	0	1	0	0	0	0	0	1	0
rxn08977	0	1	0	0	0	1	1	1	0
rxn00141	1	1	1	1	1	1	1	1	0
rxn03208	0	0	0	0	0	1	1	1	0
rxn06522	1	0	1	0	0	1	1	1	1
rxn01667	1	1	1	0	1	0	0	1	1
rxn13672	0	1	0	0	0	0	0	1	0
rxn02305	1	1	1	0	1	1	1	1	0
rxn05030	0	1	0	0	0	0	0	1	0
rxn02406	0	0	0	0	0	0	1	1	0
EX_cpd00309	0	0	0	0	0	2	2	2	0
rxn02916	1	1	1	1	1	1	1	1	0
rxn07292	1	1	1	0	1	1	1	1	1
rxn15949	1	1	1	0	1	1	1	1	0
rxn03436	1	1	1	1	1	1	1	1	1
EX_cpd00254	2	2	2	2	2	2	2	2	0
rxn01538	1	1	1	1	1	1	1	1	0
rxn14075	0	0	0	0	0	0	0	0	1
rxn08891	0	1	0	0	0	1	1	1	0
EX_cpd00635	2	2	2	2	2	2	2	2	0
rxn06771	0	0	0	0	0	0	0	1	0
rxn00212	1	1	1	0	1	1	1	1	0
rxn09209	0	0	0	0	0	0	1	1	0
rxn02476	1	1	1	0	1	1	1	1	0
rxn08173	0	1	0	1	1	1	1	1	0
rxn02373	1	1	1	1	1	1	1	1	0
rxn03052	1	0	1	0	1	1	1	1	0
rxn05359	0	0	0	0	0	0	0	1	0
rxn04052	0	0	0	0	0	0	0	1	0
rxn07574	0	0	0	0	0	0	0	0	1
rxn00503	1	0	1	0	0	1	1	1	0
rxn00322	0	0	0	0	0	0	0	1	0
rxn02284	1	1	1	0	1	0	0	1	1
rxn10294	0	0	0	0	0	1	1	1	0
rxn00868	1	0	1	0	0	0	0	1	0
rxn04811	1	1	1	0	1	1	1	1	1
rxn10215	0	1	0	0	1	1	1	1	0
EX_cpd02701	2	2	2	2	2	2	2	2	0
rxn03251	1	0	1	0	1	1	1	1	0
rxn04349	0	0	0	0	0	0	0	0	1
rxn04516	0	0	0	0	0	0	0	0	1
rxn01333	1	1	1	1	1	1	1	1	0
rxn14253	0	0	0	0	0	0	0	0	1
rxn08818	0	1	0	0	1	1	1	1	0
rxn06297	0	0	0	0	0	0	0	0	1
rxn00268	0	1	0	0	0	0	0	1	0
rxn05952	1	1	1	0	1	1	1	1	1
EX_cpd10516	2	2	2	2	2	2	2	2	0
rxn07883	1	0	1	0	0	1	1	1	1
rxn04453	1	1	1	0	1	1	1	1	1
rxn01188	1	1	1	1	1	1	1	1	0
rxn00216	1	1	1	1	1	1	1	1	0
rxn01867	1	1	1	1	1	1	1	1	0
rxn01084	1	1	1	0	1	0	0	1	0
rxn00762	0	1	0	0	0	0	1	1	0
rxn07286	0	0	0	0	0	0	0	0	1
rxn08171	0	0	0	0	0	1	1	1	0
EX_cpd00035	2	2	2	2	2	2	2	2	0
rxn11527	0	0	0	0	0	0	0	0	1
rxn11959	0	0	0	0	0	0	0	0	1
rxn11801	0	0	0	0	0	0	0	1	1
rxn05429	0	0	0	0	0	0	0	1	0
rxn14082	0	0	0	0	0	0	0	0	1
rxn02503	1	1	1	1	1	1	1	1	0
rxn05312	0	0	0	0	0	1	1	1	0
rxn02199	0	0	0	0	0	0	0	1	0
rxn08735	0	0	0	0	0	0	0	1	0
rxn08895	0	0	0	0	0	1	1	1	0
rxn03546	0	1	0	0	0	0	0	1	0
rxn00330	0	1	0	0	1	1	1	1	0
rxn03910	1	1	1	1	1	1	1	1	0
rxn01231	0	0	0	0	0	0	0	1	0
rxn05328	1	1	1	0	1	1	1	1	1
rxn03927	0	0	0	0	0	0	0	0	1
rxn08433	0	0	0	0	0	0	0	1	0
rxn11587	1	1	1	0	1	0	0	1	0
rxn05115	1	1	1	0	1	1	1	1	0
rxn04989	1	1	1	1	1	1	1	1	0
rxn01019	0	1	0	0	1	1	1	1	1
rxn01143	1	1	1	1	1	1	1	1	0
rxn07743	0	1	0	0	0	0	0	1	0
rxn14107	0	0	0	0	0	0	0	0	1
rxn03843	0	0	0	0	0	0	0	1	0
rxn05950	0	0	0	0	0	0	0	0	1
rxn08441	0	1	0	0	0	0	1	1	0
rxn11245	1	1	1	0	1	0	0	1	1
rxn01599	0	0	0	0	0	0	0	1	0
rxn21733	0	1	0	0	0	0	0	1	0
rxn01255	1	1	1	1	1	1	1	1	0
EX_cpd00092	0	0	0	0	0	2	2	2	0
rxn00159	1	1	1	0	1	1	1	1	0
rxn08809	0	1	0	0	1	1	1	1	0
rxn07832	1	0	1	0	0	1	1	1	1
rxn02034	0	0	0	0	0	0	0	0	1
rxn02261	0	0	0	0	0	0	1	1	0
rxn10258	0	1	0	0	1	1	1	1	0
rxn14053	0	0	0	0	0	0	0	0	1
rxn11547	0	0	0	0	0	0	0	0	1
rxn01066	1	0	1	0	0	1	1	1	1
rxn00070	1	1	1	0	1	0	0	1	1
rxn00086	1	1	1	1	1	1	1	1	0
rxn10261	0	1	0	0	1	0	1	1	0
rxn08084	0	1	0	0	1	1	1	1	0
rxn04353	0	0	0	0	0	0	0	0	1
rxn08846	0	1	0	0	1	1	1	1	0
rxn00501	1	0	1	0	1	1	1	1	0
rxn10230	0	0	0	0	0	0	1	1	0
rxn05465	1	1	1	1	1	1	1	1	0
rxn05143	0	0	0	0	0	0	0	1	0
rxn04316	0	0	0	0	0	0	0	0	1
rxn05663	1	1	1	1	1	1	1	1	0
rxn06441	1	1	1	1	1	1	1	1	0
rxn01461	0	0	0	0	0	0	0	1	0
rxn06195	0	1	0	0	0	1	1	1	1
rxn07963	0	0	0	0	0	1	1	1	0
rxn02831	0	1	0	0	1	1	1	1	0
rxn13995	1	0	1	0	0	0	0	1	1
rxn01434	1	1	1	1	1	1	1	1	1
rxn25649	0	1	0	0	0	1	1	1	0
rxn05205	0	0	0	0	0	1	1	1	0
rxn01451	1	0	1	0	0	1	1	1	0
rxn00507	1	0	1	0	0	1	1	1	0
rxn04011	0	1	0	0	0	0	1	1	0
rxn03242	1	0	1	0	0	1	1	1	0
rxn06377	1	1	1	1	1	1	1	1	0
rxn05145	0	1	0	0	0	1	1	1	0
rxn00076	1	1	1	1	1	1	1	1	0
rxn23444	0	1	0	0	0	0	0	1	0
rxn01069	1	1	1	1	1	1	1	1	0
rxn02767	1	1	1	0	1	0	0	1	0
rxn16573	1	1	1	0	1	1	1	1	0
rxn09176	0	1	0	0	0	1	1	1	0
rxn00379	1	1	1	1	1	1	1	1	0
rxn12041	0	0	0	0	0	0	0	0	1
rxn14331	0	0	0	0	0	0	0	0	1
rxn01466	1	1	1	1	1	1	1	1	0
rxn00131	1	0	1	0	0	1	1	1	1
rxn10058	0	1	0	0	0	0	0	1	0
rxn00708	1	1	1	0	1	1	1	1	0
rxn07493	0	0	0	0	0	1	1	1	0
rxn04297	0	0	0	0	0	0	0	0	1
rxn02893	0	0	0	0	0	0	0	0	1
rxn11944	0	0	0	0	0	0	0	1	1
rxn01875	0	0	0	0	0	0	1	1	0
rxn01541	0	1	0	0	0	0	0	1	0
EX_cpd00009	0	2	0	0	0	2	2	2	0
rxn11723	0	0	0	0	0	0	0	1	1
rxn04237	0	0	0	0	0	0	0	0	1
rxn07865	0	0	0	0	0	0	0	0	1
rxn09114	0	1	0	0	1	0	1	1	0
rxn08734	0	0	0	0	0	1	1	1	0
rxn19766	0	1	0	0	0	0	0	1	0
rxn07994	0	1	0	0	0	1	1	1	0
rxn00247	1	1	1	1	1	1	1	1	0
rxn05496	1	1	1	1	1	1	1	1	0
rxn00529	0	0	0	0	0	0	0	1	0
rxn03263	0	1	0	0	0	0	1	1	0
rxn09417	0	1	0	0	0	0	0	1	0
rxn03926	0	0	0	0	0	0	0	0	1
rxn08942	0	0	0	0	0	0	0	1	0
rxn05346	1	1	1	1	1	1	1	1	0
rxn02460	0	0	0	0	0	0	0	1	0
rxn00328	1	0	1	0	1	1	1	1	0
rxn02402	1	1	1	1	1	1	1	1	0
rxn00223	0	0	0	0	0	0	0	1	0
rxn10043	0	1	0	0	1	1	1	1	0
rxn08088	0	1	0	0	1	1	1	1	0
rxn08669	0	1	0	0	1	0	0	1	0
rxn02577	1	1	1	0	1	1	1	1	0
rxn02934	1	1	1	0	0	1	1	1	0
rxn08598	0	1	0	0	0	0	0	1	0
rxn00668	1	1	1	0	1	1	1	1	1
EX_cpd00007	2	2	2	2	2	2	2	2	0
rxn01746	0	0	0	0	0	0	0	1	0
rxn08810	0	1	0	0	1	1	1	1	0
rxn03796	1	1	1	0	1	0	0	1	1
rxn06759	0	0	0	0	0	0	0	1	0
rxn03397	1	0	1	0	1	0	1	1	0
rxn01702	0	1	0	0	0	1	1	1	1
rxn08807	0	1	0	0	1	1	1	1	0
rxn00178	1	1	1	1	1	1	1	1	0
rxn12642	0	0	0	0	0	0	1	1	0
rxn00604	1	1	1	1	1	1	1	1	0
rxn00484	0	0	0	0	0	0	0	1	0
rxn03597	1	1	1	0	1	1	1	1	0
rxn03884	1	1	1	1	1	1	1	1	0
rxn01270	0	0	0	0	0	0	0	1	0
rxn10062	0	1	0	0	0	0	0	1	0
rxn14070	1	0	1	0	0	1	1	1	0
rxn03211	0	0	0	0	0	1	1	1	0
rxn03431	1	1	1	0	1	1	1	1	0
rxn00952	1	0	1	0	0	1	1	1	0
rxn08851	0	1	0	0	1	1	1	1	0
rxn07259	0	0	0	0	0	0	0	0	1
rxn03958	1	1	1	1	1	1	1	1	0
rxn09399	0	1	0	0	0	1	1	1	0
rxn00445	0	0	0	0	0	1	1	1	0
rxn00275	1	0	1	0	0	1	1	1	1
rxn08550	0	1	0	0	1	1	1	1	0
rxn04547	0	0	0	0	0	0	0	0	1
rxn01465	0	1	0	0	1	1	1	1	0
rxn05392	0	0	0	0	0	0	0	1	0
rxn04015	0	1	0	0	0	0	0	1	0
rxn00800	1	1	1	1	1	1	1	1	0
rxn00376	0	1	0	0	0	1	1	1	1
rxn05327	1	1	1	0	1	1	1	1	0
rxn09693	1	1	1	1	1	1	1	1	0
rxn10408	0	1	0	0	0	0	0	1	0
rxn07181	1	1	1	0	1	1	1	1	1
rxn01352	1	0	1	0	1	1	1	1	0
rxn05582	1	1	1	1	1	1	1	1	0
rxn03244	1	0	1	0	0	1	1	1	0
rxn03368	0	0	0	0	0	0	0	0	1
rxn00765	0	1	0	0	0	0	0	1	0
rxn01894	1	0	1	0	0	1	1	1	0
rxn07718	0	0	0	0	0	0	0	0	1
rxn01741	0	1	0	0	0	0	0	1	0
rxn00873	0	1	0	0	0	0	0	1	0
rxn14159	0	0	0	0	0	1	1	1	0
rxn00198	0	1	0	0	0	1	1	1	0
rxn02007	0	1	0	0	1	1	1	1	0
rxn00452	0	1	0	0	1	1	1	1	0
rxn10202	0	1	0	0	1	1	1	1	0
rxn20526	0	1	0	0	0	0	0	1	0
rxn07689	1	1	1	0	1	0	0	1	1
rxn04270	0	0	0	0	0	0	0	1	0
rxn01843	1	0	1	0	0	1	1	1	0
rxn01917	0	1	0	0	1	1	1	1	0
rxn07477	0	0	0	0	0	0	0	0	1
rxn06082	0	1	0	0	0	0	1	1	0
rxn08016	0	0	0	0	0	1	1	1	0
rxn01703	0	0	0	0	0	0	0	1	0
rxn00100	1	1	1	1	1	1	1	1	0
rxn10217	0	1	0	0	1	1	1	1	0
rxn07059	0	1	0	0	0	0	0	1	0
rxn05010	0	0	0	0	0	0	1	1	1
rxn00670	1	1	1	1	1	1	1	1	0
rxn14346	1	0	1	0	0	1	1	1	1
rxn01561	0	0	0	0	0	0	0	1	0
rxn04351	0	0	0	0	0	0	0	0	1
rxn00827	0	0	0	0	0	0	1	1	0
rxn02783	0	1	0	0	0	0	0	1	0
rxn00737	1	1	1	1	1	1	1	1	0
rxn06445	1	1	1	1	1	1	1	1	0
rxn10224	0	1	0	0	1	0	1	1	0
rxn07369	0	0	0	0	0	0	0	0	1
rxn07993	0	1	0	0	0	1	1	1	0
rxn06493	1	1	1	0	1	0	1	1	0
rxn01499	0	0	0	0	0	0	0	1	0
rxn01896	1	0	1	0	0	1	1	1	0
rxn05338	1	1	1	0	1	1	1	1	0
rxn07679	0	1	0	0	0	1	1	1	0
rxn07484	1	1	1	0	1	1	1	1	1
rxn06528	0	1	0	0	0	0	0	1	0
rxn00493	1	1	1	1	1	1	1	1	0
rxn07716	0	0	0	0	0	0	0	0	1
rxn02701	0	0	0	0	0	0	0	0	1
rxn01731	1	1	1	0	1	0	0	1	0
rxn02405	1	1	1	1	1	1	1	1	0
rxn02820	0	0	0	0	0	0	0	0	1
rxn07624	0	0	0	0	0	0	0	0	1
rxn01351	1	0	1	0	0	0	0	1	0
rxn04346	0	0	0	0	0	0	0	0	1
rxn14299	1	1	1	0	1	1	1	1	1
rxn00693	1	1	1	1	1	1	1	1	0
rxn11712	0	1	0	0	0	0	0	1	1
rxn02321	0	1	0	0	0	0	0	1	0
rxn00251	1	1	1	1	1	1	1	1	0
rxn01685	0	0	0	0	0	0	1	1	1
rxn06023	1	1	1	1	1	1	1	1	1
rxn00007	1	1	1	1	1	1	1	1	0
rxn00549	1	1	1	1	1	1	1	1	0
rxn03142	0	0	0	0	0	0	1	1	0
rxn12636	0	0	0	0	0	0	1	1	0
rxn00557	0	1	0	0	0	0	0	1	0
rxn13783	0	0	0	0	0	1	1	1	0
rxn04792	1	1	1	1	1	1	1	1	0
rxn03408	1	1	1	1	1	1	1	1	1
rxn00226	1	1	1	0	1	0	0	1	1
rxn06123	0	1	0	0	1	0	1	1	0
rxn01757	1	1	1	0	1	0	0	1	1
rxn01480	0	1	0	0	1	0	1	1	0
rxn01602	1	0	1	0	1	1	1	1	0
rxn03866	1	0	1	0	0	0	0	1	1
rxn03838	1	1	1	1	1	1	1	1	0
rxn02185	1	1	1	1	1	1	1	1	1
rxn02090	0	0	0	0	0	1	1	1	0
rxn08841	0	1	0	0	1	1	1	1	0
rxn14334	0	1	0	0	0	0	0	1	0
rxn00834	1	1	1	1	1	1	1	1	0
rxn01353	1	1	1	1	1	1	1	1	0
rxn12778	0	1	0	0	0	0	0	1	0
rxn01145	1	1	1	0	1	1	1	1	0
rxn00741	0	0	0	0	0	1	1	1	0
rxn02374	1	1	1	1	1	1	1	1	0
EX_cpd00154	0	0	0	0	0	2	2	2	0
rxn08440	0	1	0	0	0	0	1	1	0
rxn08792	0	0	0	0	0	1	1	1	0
rxn01029	1	1	1	1	1	1	1	1	0
rxn04358	0	0	0	0	0	0	0	0	1
rxn00745	0	0	0	0	0	1	1	1	0
rxn01111	1	1	1	0	1	1	1	1	0
rxn07529	0	0	0	0	0	0	0	0	1
rxn07948	0	0	0	0	0	1	1	1	0
rxn07431	1	1	1	1	1	1	1	1	1
rxn00422	1	0	1	0	0	1	1	1	0
rxn00106	1	1	1	0	0	1	1	1	0
rxn26006	0	1	0	0	0	1	1	1	0
rxn00143	1	1	1	0	1	1	1	1	0
rxn08793	0	0	0	0	0	1	1	1	0
rxn08308	0	1	0	0	1	0	1	1	0
rxn10269	0	1	0	0	1	0	1	1	0
rxn07140	0	0	0	0	0	0	0	0	1
rxn05114	1	1	1	0	1	1	1	1	0
rxn08519	0	1	0	0	0	1	1	1	0
rxn10289	0	0	0	0	0	1	1	1	0
rxn08615	0	1	0	0	1	0	1	1	0
rxn08800	0	1	0	0	1	1	1	1	0
rxn06848	0	0	0	0	0	0	0	0	1
rxn05325	1	1	1	0	1	1	1	1	0
rxn00832	1	0	1	0	0	1	1	1	0
rxn03955	0	1	0	0	0	0	0	1	0
rxn00915	1	1	1	0	1	1	1	1	0
rxn10122	1	0	1	1	1	1	1	1	0
rxn00146	0	0	0	0	0	0	0	1	0
rxn01226	0	1	0	0	1	1	1	1	0
EX_cpd00142	0	0	0	0	0	2	2	2	0
rxn01962	1	1	1	0	1	1	1	1	0
rxn01387	0	1	0	0	1	1	1	1	0
rxn01280	0	1	0	0	1	0	1	1	0
rxn05197	0	0	0	0	0	1	1	1	0
rxn03185	0	0	0	0	0	0	0	1	0
rxn12040	0	0	0	0	0	0	0	0	1
rxn14189	0	0	0	0	0	0	0	0	1
rxn10126	0	0	0	0	0	0	1	1	0
rxn05349	0	1	0	0	1	1	1	1	0
rxn09696	1	1	1	1	1	1	1	1	0
rxn11711	0	1	0	0	0	0	0	1	1
rxn12193	1	1	1	0	1	0	0	1	0
rxn06728	0	0	0	0	0	0	0	1	0
rxn13182	0	1	0	0	0	0	0	1	0
rxn02888	1	1	1	0	0	1	1	1	1
rxn10291	0	0	0	0	0	1	1	1	0
rxn02937	1	1	1	1	1	1	1	1	0
rxn01274	1	1	1	1	1	1	1	1	0
rxn00839	1	1	1	1	1	1	1	1	0
rxn00077	1	1	1	1	1	1	1	1	0
rxn06109	1	1	1	0	1	1	1	1	1
rxn02067	0	0	0	0	0	0	0	1	0
rxn02118	1	0	1	0	0	1	1	1	1
rxn00256	1	1	1	1	1	1	1	1	0
rxn00727	1	1	1	1	1	1	1	1	0
rxn02804	1	1	1	1	1	1	1	1	0
rxn12844	0	1	0	0	1	1	1	1	0
rxn00778	1	1	1	0	1	1	1	1	1
rxn04676	0	1	0	0	0	0	0	1	0
rxn09108	0	1	0	0	1	0	1	1	0
rxn05373	0	0	0	0	0	0	0	1	0
rxn21008	0	1	0	0	0	0	0	1	0
rxn08661	0	0	0	0	0	1	1	1	0
rxn06022	1	1	1	1	1	1	1	1	1
rxn00695	1	1	1	1	1	1	1	1	0
rxn00293	1	0	1	0	0	1	1	1	0
rxn01315	1	1	1	1	1	1	1	1	0
rxn03396	1	0	1	0	0	1	1	1	0
rxn01735	1	0	1	0	0	1	1	1	1
rxn12206	0	0	0	0	0	0	0	1	0
EX_cpd00540	0	0	0	0	0	2	2	2	0
rxn00368	1	1	1	1	1	1	1	1	0
rxn02788	1	0	1	0	1	1	1	1	0
rxn03361	0	0	0	0	0	0	0	0	1
rxn01512	1	1	1	1	1	1	1	1	0
rxn01146	1	0	1	0	0	0	0	1	0
rxn08310	0	1	0	0	1	0	1	1	0
rxn11955	0	1	0	0	0	0	0	1	0
rxn10219	0	1	0	0	1	1	1	1	0
rxn08089	0	1	0	0	1	1	1	1	0
rxn00627	0	0	0	0	0	0	0	1	0
rxn02009	0	0	0	0	0	0	0	1	0
rxn00801	0	0	0	0	0	0	1	1	1
rxn01501	1	0	1	0	1	1	1	1	0
rxn11268	0	0	0	0	0	1	1	1	0
rxn02929	1	0	1	0	1	0	1	1	0
rxn04377	0	0	0	0	0	0	0	0	1
rxn07438	0	1	0	0	1	1	1	1	1
rxn08335	0	1	0	0	0	0	0	1	0
rxn11920	0	0	0	0	0	0	0	0	1
rxn02835	1	1	1	1	1	1	1	1	0
rxn05323	1	1	1	0	1	1	1	1	1
rxn06729	1	1	1	1	1	1	1	1	0
rxn06448	1	1	1	0	1	1	1	1	0
rxn02400	1	1	1	0	1	1	1	1	0
rxn06216	0	1	0	0	0	1	1	1	0
rxn03933	1	1	1	1	1	1	1	1	0
rxn00222	1	1	1	0	0	1	1	1	0
EX_cpd00084	2	2	2	2	2	2	2	2	0
rxn00554	0	1	0	0	0	0	0	1	0
rxn06181	0	0	0	0	0	1	1	1	0
rxn02331	1	1	1	1	1	1	1	1	0
rxn00354	0	0	0	0	0	0	0	0	1
rxn01979	0	0	0	0	0	1	1	1	0
rxn04760	0	0	0	0	0	0	0	1	0
rxn09107	0	1	0	0	1	0	1	1	0
rxn26307	0	1	0	0	0	1	1	1	0
rxn04833	1	1	1	0	1	1	1	1	1
rxn12638	0	0	0	0	0	0	1	1	0
EX_cpd00030	0	0	0	0	0	2	2	2	0
rxn10060	0	1	0	0	1	0	0	1	0
rxn01303	1	0	1	0	1	0	1	1	0
rxn01305	0	1	0	0	1	1	1	1	0
rxn07332	0	0	0	0	0	0	0	0	1
rxn01118	0	0	0	0	0	1	1	1	0
rxn00199	0	1	0	0	1	1	1	1	0
rxn45996	0	1	0	0	0	1	1	1	0
rxn01522	1	1	1	1	1	1	1	1	0
rxn05244	1	1	1	1	1	1	1	1	0
rxn13666	0	1	0	0	0	0	0	1	0
rxn05120	1	0	1	0	1	1	1	1	0
rxn08180	0	1	0	0	1	0	1	1	0
rxn01362	1	1	1	1	1	1	1	1	0
rxn00186	1	1	1	0	1	1	1	1	0
rxn00701	1	1	1	0	1	1	1	1	0
rxn15337	1	0	1	0	0	0	0	1	0
EX_cpd00011	2	2	2	2	2	2	2	2	0
rxn10114	0	0	0	0	0	1	1	1	0
rxn03046	0	0	0	0	0	0	1	1	0
rxn08822	0	1	0	0	1	1	1	1	0
rxn11599	0	1	0	0	0	0	0	1	0
rxn11772	1	1	1	0	1	0	0	1	1
rxn04275	1	1	1	0	0	1	1	1	1
rxn00161	1	1	1	0	1	1	1	1	0
rxn02911	1	1	1	0	0	1	1	1	0
rxn05457	0	0	0	0	0	0	0	1	0
rxn08582	0	1	0	0	0	0	0	1	0
rxn04886	1	1	1	0	1	1	1	1	1
rxn04443	1	1	1	0	1	0	0	1	1
rxn00478	1	1	1	1	1	1	1	1	0
rxn11724	0	0	0	0	0	0	0	1	1
rxn04934	1	0	1	0	0	0	0	1	0
rxn04360	0	0	0	0	0	0	0	0	1
rxn02989	1	1	1	1	1	1	1	1	0
rxn00499	0	0	0	0	0	1	1	1	0
rxn10225	0	1	0	0	1	0	1	1	0
rxn09102	0	1	0	0	1	0	1	1	0
rxn01986	0	0	0	0	0	1	1	1	0
rxn01279	1	0	1	0	0	1	1	1	0
rxn00314	0	0	0	0	0	0	0	1	0
EX_cpd00117	0	0	0	0	0	2	2	2	0
rxn02035	0	0	0	0	0	0	0	0	1
rxn02901	0	0	0	0	0	0	1	1	0
rxn02584	0	0	0	0	0	0	0	1	0
rxn08893	0	1	0	0	1	1	1	1	0
rxn12008	0	0	0	0	0	0	0	1	0
rxn05747	0	1	0	0	0	1	1	1	0
rxn05409	0	0	0	0	0	0	0	1	0
rxn05638	1	1	1	1	1	1	1	1	0
rxn11718	0	1	0	0	0	0	0	1	0
rxn03923	0	0	0	0	0	0	0	1	0
rxn01459	0	0	0	0	0	1	1	1	0
rxn03975	0	0	0	0	0	0	0	1	0
rxn01297	1	1	1	1	1	1	1	1	0
rxn03273	1	1	1	1	1	1	1	1	1
rxn00818	1	1	1	1	1	1	1	1	0
rxn02570	0	1	0	0	0	0	0	1	0
rxn05307	1	1	1	1	1	1	1	1	0
rxn04702	0	0	0	0	0	0	0	0	1
rxn05901	1	1	1	0	1	1	1	1	0
rxn01852	0	0	0	0	0	0	0	0	1
rxn00508	0	1	0	0	0	1	1	1	0
EX_cpd01080	0	0	0	0	0	2	2	2	0
rxn02496	0	0	0	0	0	0	0	1	0
EX_cpd00098	0	0	0	0	0	2	2	2	0
rxn05168	0	0	0	0	0	1	1	1	0
rxn10056	0	1	0	0	0	0	0	1	0
rxn03378	1	1	1	0	1	1	1	1	0
rxn05343	1	1	1	1	1	1	1	1	0
rxn02276	1	0	1	0	0	1	1	1	0
rxn01053	0	0	0	0	0	0	1	1	0
rxn08844	0	1	0	0	1	1	1	1	0
rxn44539	0	1	0	0	0	1	1	1	0
rxn07579	0	1	0	0	0	0	0	1	1
rxn05137	0	0	0	0	0	0	0	0	1
rxn00214	1	1	1	1	1	1	1	1	0
rxn11808	1	1	1	0	1	1	1	1	1
rxn00189	1	1	1	1	1	1	1	1	0
