ids,growth,status
TK37_RS15280,1.2983355345897124e-15,optimal
TK37_RS18255,1.0101810363924482,optimal
TK37_RS04530,2.369468583425407e-16,optimal
TK37_RS05545,1.0101810363924524,optimal
TK37_RS03615,1.0101810363924486,optimal
TK37_RS17870,1.0101810363924486,optimal
TK37_RS16620,1.0101810363924486,optimal
TK37_RS00545,-4.9391363802124705e-16,optimal
TK37_RS06190,1.0101810363924448,optimal
TK37_RS07225,-3.4820190617380163e-16,optimal
TK37_RS09305,1.0101810363924477,optimal
TK37_RS18690,1.0101606269715893,optimal
TK37_RS16355,1.0101810363924397,optimal
TK37_RS00795,1.010181036392182,optimal
TK37_RS18235,1.0101810363924442,optimal
TK37_RS16995,1.0556314182912591e-15,optimal
TK37_RS02700,1.0101810363924477,optimal
TK37_RS06770,1.010181036392449,optimal
TK37_RS17820,-4.7324325494144365e-17,optimal
TK37_RS20075,1.0101810363924395,optimal
TK37_RS16975,-4.1862681638346785e-15,optimal
TK37_RS13320,0.0,optimal
TK37_RS05420,0.0,optimal
TK37_RS18955,-9.372737574631697e-13,optimal
TK37_RS13120,1.010181036392449,optimal
TK37_RS02805,-6.779145744253708e-16,optimal
TK37_RS08525,1.0101810363924395,optimal
TK37_RS02785,-1.1562041356457945e-15,optimal
TK37_RS09630,0.0,optimal
TK37_RS03220,1.0101810363924433,optimal
TK37_RS08325,8.920480972530957e-16,optimal
TK37_RS00600,1.0101810363924513,optimal
TK37_RS08115,1.0101810363924462,optimal
TK37_RS07800,1.0101810363924462,optimal
TK37_RS18245,1.0101810363924462,optimal
TK37_RS08665,1.0101810363924462,optimal
TK37_RS01185,1.0101810363924462,optimal
TK37_RS19265,1.0101810363924462,optimal
TK37_RS12490,1.0101810363924462,optimal
TK37_RS15290,2.6856190701173875e-16,optimal
TK37_RS14210,0.0,optimal
TK37_RS04400,-6.325490013560835e-13,optimal
TK37_RS03915,-4.643196381288436e-16,optimal
TK37_RS08330,1.0101810363924544,optimal
TK37_RS06005,-1.3689970007711884e-16,optimal
TK37_RS17145,0.0,optimal
TK37_RS06450,1.0101810363924457,optimal
TK37_RS09295,1.0101810363924442,optimal
TK37_RS16105,1.0101810363924442,optimal
TK37_RS06970,2.6856190701173875e-16,optimal
TK37_RS17930,0.0,optimal
TK37_RS18520,0.0,optimal
TK37_RS17515,1.0101810363924457,optimal
TK37_RS01050,1.0101810363924442,optimal
TK37_RS04445,1.0101810363924442,optimal
TK37_RS05695,6.815421569921459e-16,optimal
TK37_RS10930,0.0,optimal
TK37_RS10765,1.004636105753834,optimal
TK37_RS03815,-2.663285615546631e-16,optimal
TK37_RS11035,1.0101810363924388,optimal
TK37_RS00335,4.601160166067774e-16,optimal
TK37_RS18950,1.9048311825865447e-12,optimal
TK37_RS06655,2.7704035452597784e-28,optimal
TK37_RS13255,0.0,optimal
TK37_RS02140,0.0,optimal
TK37_RS03950,1.010181036392442,optimal
TK37_RS09840,1.0101810363924413,optimal
TK37_RS03340,1.0101810363924413,optimal
TK37_RS12590,1.0101810363924404,optimal
TK37_RS15785,1.01018103639245,optimal
TK37_RS13695,1.01018103639245,optimal
TK37_RS10595,1.010181036388809,optimal
TK37_RS13105,1.0101810363924417,optimal
TK37_RS07060,1.0101810363924417,optimal
TK37_RS03585,1.0101810363924417,optimal
TK37_RS11000,1.0101810363924417,optimal
TK37_RS15595,-1.4394087689043558e-16,optimal
TK37_RS02755,0.0,optimal
TK37_RS09410,1.0101810363924326,optimal
TK37_RS13640,1.0101810363924482,optimal
TK37_RS17635,1.0101810363924482,optimal
TK37_RS17370,-9.75088565711247e-16,optimal
TK37_RS06605,-8.611135655841604e-16,optimal
TK37_RS10055,1.0101810363924466,optimal
TK37_RS13150,1.0101810363924495,optimal
TK37_RS11425,1.0101810363924495,optimal
TK37_RS19485,-3.966722945791358e-17,optimal
TK37_RS13005,1.0101810363924442,optimal
TK37_RS11900,1.0101810363924502,optimal
TK37_RS05300,9.499128868959108e-16,optimal
TK37_RS04860,0.0,optimal
TK37_RS07010,1.0101810363924457,optimal
TK37_RS11920,1.0101810363924495,optimal
TK37_RS10720,-1.2784868446748444e-16,optimal
TK37_RS12285,1.0101810363924573,optimal
TK37_RS15485,1.0101810363924495,optimal
TK37_RS07765,1.0101810363924495,optimal
TK37_RS15565,-6.836481577658588e-16,optimal
TK37_RS16145,-5.484944934474465e-30,optimal
TK37_RS17150,0.0,optimal
TK37_RS03980,1.0101810363924564,optimal
TK37_RS15960,1.010181036392446,optimal
TK37_RS13655,1.0101810363924346,optimal
TK37_RS05930,-6.244794617895876e-18,optimal
TK37_RS13670,1.0101810363924477,optimal
TK37_RS08515,3.1267826893767864e-16,optimal
TK37_RS03905,0.0,optimal
TK37_RS03515,1.0101810363924464,optimal
TK37_RS12720,1.0101810363924453,optimal
TK37_RS03200,1.0101810363924453,optimal
TK37_RS08535,1.0101810363924453,optimal
TK37_RS05780,3.811182413662346e-16,optimal
TK37_RS17070,1.01018103639245,optimal
TK37_RS04430,1.0101810363924453,optimal
TK37_RS13675,1.0101810363924453,optimal
TK37_RS15755,1.0101810363924453,optimal
TK37_RS04780,1.0101810363924453,optimal
TK37_RS17275,-1.0195278359202323e-15,optimal
TK37_RS17220,0.0,optimal
TK37_RS17055,1.01018103639245,optimal
TK37_RS00240,1.3236861362549974e-13,optimal
TK37_RS13935,1.0101810363924495,optimal
TK37_RS08045,1.0101810363924453,optimal
TK37_RS13910,1.010181036392434,optimal
TK37_RS07220,-3.032955566759941e-16,optimal
TK37_RS16130,0.0,optimal
TK37_RS09125,1.0101810363924528,optimal
TK37_RS18885,1.010181036392434,optimal
TK37_RS18115,1.010181036392434,optimal
TK37_RS10950,-6.813534872363631e-17,optimal
TK37_RS15195,1.0101810363924464,optimal
TK37_RS09010,1.010181036392434,optimal
TK37_RS18640,-4.235015768234779e-14,optimal
TK37_RS11065,1.0101810363924444,optimal
TK37_RS19680,1.010181036392434,optimal
TK37_RS07490,-6.813534872363631e-17,optimal
TK37_RS13980,1.0101810363924455,optimal
TK37_RS07485,1.010181036392434,optimal
TK37_RS19140,1.010181036392434,optimal
TK37_RS19135,1.010181036392434,optimal
TK37_RS02775,-6.813534872363631e-17,optimal
TK37_RS00180,1.010181036392449,optimal
TK37_RS00945,-6.813534872363631e-17,optimal
TK37_RS06300,1.010181036392485,optimal
TK37_RS11860,1.0101810363924388,optimal
TK37_RS07445,-7.338937110000832e-16,optimal
TK37_RS19405,0.0,optimal
TK37_RS12245,1.0101810363924482,optimal
TK37_RS14945,1.0101810363924393,optimal
TK37_RS18960,1.0276686059027333e-16,optimal
TK37_RS00230,-4.4493974503187764e-14,optimal
TK37_RS14915,1.0101810363924502,optimal
TK37_RS14160,-7.907214956707887e-15,optimal
TK37_RS14380,1.0101810363924555,optimal
TK37_RS14505,1.0101810363924393,optimal
TK37_RS06740,1.0101810363924393,optimal
TK37_RS08300,6.2464605756048e-16,optimal
TK37_RS04050,0.0,optimal
TK37_RS04930,0.4603218273606335,optimal
TK37_RS09465,1.0101810363924428,optimal
TK37_RS14370,1.0101810363924615,optimal
TK37_RS14910,1.0101810363924615,optimal
TK37_RS15740,1.0101810363924615,optimal
TK37_RS15510,1.0101810363924615,optimal
TK37_RS05895,-9.232599561625758e-13,optimal
TK37_RS06665,3.4110028549533967e-16,optimal
TK37_RS12130,0.0,optimal
TK37_RS18480,-1.2455422090580174e-14,optimal
TK37_RS11950,1.0101810363924428,optimal
TK37_RS04235,1.0101810363924615,optimal
TK37_RS18055,1.0101810363924615,optimal
TK37_RS17800,1.0101810363924615,optimal
TK37_RS16320,1.007132451369397,optimal
TK37_RS10735,1.4416330568745756e-12,optimal
TK37_RS17020,-9.966941952369526e-16,optimal
TK37_RS15575,0.0,optimal
TK37_RS17185,1.0101810363924404,optimal
TK37_RS14890,-2.804738510462904e-16,optimal
TK37_RS07295,1.0101810363924433,optimal
TK37_RS11960,1.0101810363924466,optimal
TK37_RS01820,-1.8784824723229735e-16,optimal
TK37_RS07475,1.0101810363924466,optimal
TK37_RS07435,4.650469818017599e-16,optimal
TK37_RS03625,0.0,optimal
TK37_RS07795,1.0101810363924437,optimal
TK37_RS13645,1.0101810363924466,optimal
TK37_RS03865,0.9943969576988105,optimal
TK37_RS04120,1.0101810363924464,optimal
TK37_RS03380,1.1406205925843685e-16,optimal
TK37_RS08450,1.0101810363924466,optimal
TK37_RS08895,1.0101810363924466,optimal
TK37_RS08840,8.010504331207611e-17,optimal
TK37_RS18315,1.0101810363924424,optimal
TK37_RS08135,1.0101810363924466,optimal
TK37_RS02610,1.0101810363924466,optimal
TK37_RS14340,-1.3752669969927633e-16,optimal
TK37_RS05785,0.0,optimal
TK37_RS14420,-4.552292241594918e-15,optimal
TK37_RS10360,1.0101810363924513,optimal
TK37_RS03350,1.0101810363924466,optimal
TK37_RS02550,1.0101810363924466,optimal
TK37_RS15790,1.0101810363924466,optimal
TK37_RS14660,1.0101810363924466,optimal
TK37_RS03445,1.0101810363924466,optimal
TK37_RS15400,1.0101810363924466,optimal
TK37_RS14675,1.0101810363924466,optimal
TK37_RS18545,1.0101810363925092,optimal
TK37_RS16960,2.3155973877661085e-16,optimal
TK37_RS19145,1.010181036392442,optimal
TK37_RS09315,1.010181036392445,optimal
TK37_RS03280,1.010181036392445,optimal
TK37_RS17965,-4.9379959940833605e-18,optimal
TK37_RS06625,0.0,optimal
TK37_RS01860,0.0,optimal
TK37_RS07115,1.0101810363924486,optimal
TK37_RS06570,1.0101810363924424,optimal
TK37_RS02825,-2.4009131833591767e-16,optimal
TK37_RS07205,0.0,optimal
TK37_RS03335,1.0101810363924453,optimal
TK37_RS05955,1.0101810363924437,optimal
TK37_RS00505,1.0101810363924437,optimal
TK37_RS06590,8.608214834103119e-16,optimal
TK37_RS05860,1.0101810363924417,optimal
TK37_RS06235,8.608214834103119e-16,optimal
TK37_RS18835,1.0101810363924417,optimal
TK37_RS16125,-4.712850581473387e-16,optimal
TK37_RS00495,1.0101810363924464,optimal
TK37_RS06995,1.0101810363924437,optimal
TK37_RS01850,-1.6911352889042255e-17,optimal
TK37_RS17365,0.0,optimal
TK37_RS17330,0.0,optimal
TK37_RS17940,8.084529842908553e-15,optimal
TK37_RS18555,1.4736868932548676e-15,optimal
TK37_RS16575,0.0,optimal
TK37_RS16135,0.0,optimal
TK37_RS04490,1.010181036392447,optimal
TK37_RS15590,1.8756642132918027e-16,optimal
TK37_RS02150,0.0,optimal
TK37_RS02485,0.0,optimal
TK37_RS04190,1.0026378707138912,optimal
TK37_RS05740,1.0845157750186747e-16,optimal
TK37_RS02680,1.0101810363924457,optimal
TK37_RS20335,1.8756642132918027e-16,optimal
TK37_RS05425,0.0,optimal
TK37_RS02215,1.0101810363924437,optimal
TK37_RS18275,1.0101810363924302,optimal
TK37_RS09215,1.0101810363924302,optimal
TK37_RS09110,1.0101810363924302,optimal
TK37_RS10905,-6.27754061481006e-17,optimal
TK37_RS15585,0.0,optimal
TK37_RS16990,-4.691557678915803e-16,optimal
TK37_RS15255,1.0101810363924426,optimal
TK37_RS07040,1.0101810363924486,optimal
TK37_RS04495,1.0101810363924473,optimal
TK37_RS16120,-7.580611278045655e-16,optimal
TK37_RS14510,1.0101810363924546,optimal
TK37_RS19175,1.0101810363924473,optimal
TK37_RS17955,-7.580611278045655e-16,optimal
TK37_RS01845,1.0101810363924506,optimal
TK37_RS02645,1.0101810363924473,optimal
TK37_RS02000,1.0421597784895885e-16,optimal
TK37_RS06660,-1.6421447330303001e-15,optimal
TK37_RS11820,1.0101810363924417,optimal
TK37_RS18250,1.0101810363924473,optimal
TK37_RS00905,1.0101810363924473,optimal
TK37_RS15745,1.0101810363924473,optimal
TK37_RS02470,3.55209467522625e-16,optimal
TK37_RS19470,0.0,optimal
TK37_RS18385,1.0101810363924417,optimal
TK37_RS18800,-9.267573385570823e-16,optimal
TK37_RS18460,0.0,optimal
TK37_RS00840,1.0101810363924453,optimal
TK37_RS01140,1.0090474664427243,optimal
TK37_RS13400,1.010181036392442,optimal
TK37_RS08335,1.0101810363924457,optimal
TK37_RS00860,1.010178485169738,optimal
TK37_RS16310,-7.567225707734306e-16,optimal
TK37_RS07920,1.0101810363924495,optimal
TK37_RS02555,1.0101810363924473,optimal
TK37_RS03360,1.0101810363924473,optimal
TK37_RS15560,-7.254757448854627e-16,optimal
TK37_RS18845,1.010181036392443,optimal
TK37_RS10685,-2.3525429444943796e-12,optimal
TK37_RS11765,1.0101810363924444,optimal
TK37_RS13800,9.74863323951404e-15,optimal
TK37_RS19125,1.0101810363924437,optimal
TK37_RS19695,5.756039085742678e-17,optimal
TK37_RS11680,1.0101810363924466,optimal
TK37_RS00950,0.0,optimal
TK37_RS02495,0.9007854525088915,optimal
TK37_RS19380,2.1254510028950876e-17,optimal
TK37_RS09460,1.0101810363924553,optimal
TK37_RS19395,0.9511583442959944,optimal
TK37_RS10990,0.9811810913439718,optimal
TK37_RS00515,3.208865037188009e-16,optimal
TK37_RS10925,0.0,optimal
TK37_RS06020,0.0,optimal
TK37_RS19580,0.0,optimal
TK37_RS11415,1.0101810363924513,optimal
TK37_RS04925,0.46032182735978433,optimal
TK37_RS19185,1.0101810363924517,optimal
TK37_RS09325,1.0101810363924746,optimal
TK37_RS07835,1.0101810363924746,optimal
TK37_RS09220,1.0101810363924746,optimal
TK37_RS04955,0.46032182736065075,optimal
TK37_RS14960,1.0101810363924393,optimal
TK37_RS10625,0.0,optimal
TK37_RS14205,1.0101810363924437,optimal
TK37_RS04110,1.0101810363924293,optimal
TK37_RS17090,1.0101810363924293,optimal
TK37_RS01835,0.0,optimal
TK37_RS17645,1.0101810363924462,optimal
TK37_RS00405,1.0101810363924293,optimal
TK37_RS13115,1.0101810363924293,optimal
TK37_RS06035,-1.911158214864026e-15,optimal
TK37_RS17130,0.0,optimal
TK37_RS17735,1.0101810363924495,optimal
TK37_RS02705,1.0101810363924293,optimal
TK37_RS03460,0.9323778883383386,optimal
TK37_RS16615,1.0101810363924384,optimal
TK37_RS07025,1.0101810363924442,optimal
TK37_RS04560,1.0101810363924442,optimal
TK37_RS04455,1.0072670871856237,optimal
TK37_RS02270,1.0101810363924453,optimal
TK37_RS03055,1.0101810363924442,optimal
TK37_RS08000,1.0101810363924442,optimal
TK37_RS12750,1.0101810363924442,optimal
TK37_RS15185,1.0101810363924442,optimal
TK37_RS15725,1.0101810363924442,optimal
TK37_RS01150,-2.8486117292642724e-16,optimal
TK37_RS00590,1.010181036392454,optimal
TK37_RS02475,-1.1164206120258382e-15,optimal
TK37_RS01595,1.0101810363922967,optimal
TK37_RS14245,1.0101810363924535,optimal
TK37_RS13445,1.0101810363924535,optimal
TK37_RS16300,-6.195240943038525e-16,optimal
TK37_RS14320,1.0101810363924502,optimal
TK37_RS09700,-6.189782365318847e-16,optimal
TK37_RS04940,0.46032182736059524,optimal
TK37_RS04100,1.0101810363924524,optimal
TK37_RS03755,1.0101810363924408,optimal
TK37_RS05240,1.010181036388809,optimal
TK37_RS17270,-4.2785170491946284e-17,optimal
TK37_RS09270,1.010181036392449,optimal
TK37_RS09285,1.0101810363924482,optimal
TK37_RS01655,1.0101810363924482,optimal
TK37_RS03655,4.3368406688445305e-16,optimal
TK37_RS07045,1.0101810363924484,optimal
TK37_RS00410,1.0101810363924528,optimal
TK37_RS20685,1.0101810363924422,optimal
TK37_RS07790,1.0101810363924422,optimal
TK37_RS03520,-1.3171266192161756e-14,optimal
TK37_RS00825,1.0101810363924408,optimal
TK37_RS05455,1.010181036392446,optimal
TK37_RS11355,1.010181036392446,optimal
TK37_RS07805,1.010181036392446,optimal
TK37_RS09400,1.010181036392446,optimal
TK37_RS02780,-1.9551144826551996e-15,optimal
TK37_RS10740,1.0101810363924457,optimal
TK37_RS07910,1.9983908974978727e-16,optimal
TK37_RS00415,1.0101810363924453,optimal
TK37_RS09595,1.0101810363924462,optimal
TK37_RS02440,1.0101810363924462,optimal
TK37_RS13175,-8.706123863520587e-16,optimal
TK37_RS09555,1.0101810363924428,optimal
TK37_RS08435,1.0101810363924428,optimal
TK37_RS09735,1.0101810363924428,optimal
TK37_RS06650,8.501969047570067e-16,optimal
TK37_RS06255,0.0,optimal
TK37_RS04965,0.4603218273615067,optimal
TK37_RS05770,-2.4999853991065444e-17,optimal
TK37_RS17625,1.0101810363924357,optimal
TK37_RS16035,1.0098749816478703,optimal
TK37_RS17405,1.0101810363924564,optimal
TK37_RS09640,1.0101810363924324,optimal
TK37_RS11690,1.0101810363924324,optimal
TK37_RS01790,1.0101810363924324,optimal
TK37_RS08150,1.2860833956907814e-15,optimal
TK37_RS04855,0.0,optimal
TK37_RS19710,1.0101810363924513,optimal
TK37_RS17135,2.3229269267225915e-16,optimal
TK37_RS11075,1.0101810363924504,optimal
TK37_RS14885,6.999320933607896e-17,optimal
TK37_RS11700,1.0101810363924504,optimal
TK37_RS12755,1.0101810363924404,optimal
TK37_RS01400,1.0101810363924404,optimal
TK37_RS03070,0.9680901598760899,optimal
TK37_RS10445,2.684858953122637e-15,optimal
TK37_RS15225,1.0101810363924555,optimal
TK37_RS06200,1.0101810363924482,optimal
TK37_RS00790,1.0101810363924522,optimal
TK37_RS13625,1.0101810363924364,optimal
TK37_RS11220,1.0101810363924653,optimal
TK37_RS04865,-7.096969861779738e-16,optimal
TK37_RS16455,-2.3320623239495937e-14,optimal
TK37_RS16445,1.0088864232009058,optimal
TK37_RS18125,1.172473146374953e-14,optimal
TK37_RS13780,-2.31930185462863e-16,optimal
TK37_RS02590,1.0101810363924584,optimal
TK37_RS07230,9.873854346844283e-16,optimal
TK37_RS08845,1.0101810363924455,optimal
TK37_RS01610,1.0101810363924637,optimal
TK37_RS12780,1.0101810363924637,optimal
TK37_RS04230,1.0101810363924637,optimal
TK37_RS15520,1.0101810363924637,optimal
TK37_RS05585,1.0101810363924637,optimal
TK37_RS13680,1.0101810363924637,optimal
TK37_RS16935,1.0101810363924637,optimal
TK37_RS19280,1.0101810363924637,optimal
TK37_RS12300,1.0101810363924637,optimal
TK37_RS08140,1.0101810363924637,optimal
TK37_RS17535,1.0101810363924637,optimal
TK37_RS05605,1.0101810363924637,optimal
TK37_RS08900,1.0101810363924637,optimal
TK37_RS04640,1.0101810363924637,optimal
TK37_RS15165,1.0101810363924637,optimal
TK37_RS07645,1.0101810363924637,optimal
TK37_RS20550,-8.52126052365995e-16,optimal
TK37_RS03820,1.0101810363924466,optimal
TK37_RS17565,3.541574050886877e-13,optimal
TK37_RS19705,1.0101810363924437,optimal
TK37_RS12730,1.0101810363924637,optimal
TK37_RS20165,1.1432264547027972e-12,optimal
TK37_RS06595,2.7872809646437926e-15,optimal
TK37_RS16625,1.0101810363924413,optimal
TK37_RS16795,1.0101810363924535,optimal
TK37_RS12580,1.0101810363924535,optimal
TK37_RS18685,1.0101810363924535,optimal
TK37_RS13360,1.0092122645765798,optimal
TK37_RS04785,1.010181036392437,optimal
TK37_RS11440,1.0101810363924535,optimal
TK37_RS06065,1.0101810363924535,optimal
TK37_RS06645,-1.6509846603909125e-16,optimal
TK37_RS17140,0.0,optimal
TK37_RS14330,0.0,optimal
TK37_RS10835,1.0101810363924397,optimal
TK37_RS15955,1.0101810363924535,optimal
TK37_RS03260,1.0101810363924448,optimal
TK37_RS04360,1.0101810363924448,optimal
TK37_RS14530,1.0101810363924535,optimal
TK37_RS02195,1.0101810363924535,optimal
TK37_RS03565,1.3911890520742192e-15,optimal
TK37_RS20170,1.0101810363924466,optimal
TK37_RS14645,1.0101810363924535,optimal
TK37_RS20045,-1.6509846603909125e-16,optimal
TK37_RS07450,1.0101810363924413,optimal
TK37_RS08950,1.0101810363924535,optimal
TK37_RS09810,3.3267614506683197e-16,optimal
TK37_RS03400,1.0101810363924482,optimal
TK37_RS10460,1.0101810363924535,optimal
TK37_RS00090,1.0101810363924535,optimal
TK37_RS12355,3.539546751048887e-13,optimal
TK37_RS19745,-9.249246316397002e-27,optimal
TK37_RS06695,1.0101810363924617,optimal
TK37_RS07050,-1.6494795300517493e-16,optimal
TK37_RS08575,0.0,optimal
TK37_RS04240,1.0101810363924495,optimal
TK37_RS07960,1.0101810363924535,optimal
TK37_RS09355,1.0101810363924535,optimal
TK37_RS17380,1.0101810363924535,optimal
TK37_RS07625,1.0101810363924535,optimal
TK37_RS11110,1.3911890520742192e-15,optimal
TK37_RS03355,1.0101810363924393,optimal
TK37_RS18945,-1.7723753487397753e-12,optimal
TK37_RS16315,1.0101810363924544,optimal
TK37_RS10370,1.010178485169738,optimal
TK37_RS15640,0.9007854525090794,optimal
TK37_RS00815,1.010181036392447,optimal
TK37_RS18050,-1.2913035580716446e-14,optimal
TK37_RS04525,1.0101810363924402,optimal
TK37_RS03825,1.010181036392449,optimal
TK37_RS13515,1.010181036392449,optimal
TK37_RS15840,1.010181036392449,optimal
TK37_RS05485,1.0095308916565418,optimal
TK37_RS03705,1.010181036392436,optimal
TK37_RS14345,5.689686211681555e-16,optimal
